0.974243	0.980991	0.978815	0.991649	1.00723	1.0149	0.996412	1.01374	1.00607	0.986454	0.9956	0.995471	0.966873	1.00996	1.00404	0.993332	0.996526	1.01266	1.01222	0.991307	1.01267	1.00225	0.991026	1.01873	0.981505	1.02321	1.0068	1.01133	0.993024	0.996799	0.996269	0.987623	1.00982	1.00704	0.994636	0.960765	1.01328	0.989348	0.986347	1.01001	0.983651	0.990673	1.02123	1.01866	0.998879	1.01637	0.987898	0.979396	1.00932	1.00121	0.982209	1.01089	1.01758	0.993252	1.02609	0.980538	1.00914	0.992399	0.996381	1.02057	0.988381	1.00221	0.996455	1.02363	0.997509	1.01884	1.00393	1.01214	1.00801	0.968433	0.975828	1.00546	0.967478	0.971865	1.01555	0.991522	1.01393	0.994924	0.987082	1.01756	1.04974	0.982168	0.987821	1.00934	0.999478	1.01746	1.00893	1.00962	1.01643	1.00922	0.995175	0.998057	1.00584	1.0255	0.987745	1.01279	0.967549	0.990114	1.00475	1.01779	1
0.979008	1.01494	0.988819	1.02087	1.02214	1.00156	0.974091	0.992402	1.01481	1.02192	0.997926	1.0109	0.985463	0.976947	0.996283	1.01563	1.00238	0.999715	0.993043	1.01067	1.00461	1.01036	1.0267	0.982476	0.969189	1.03155	1.01367	1.0021	0.985635	0.966493	1.01112	0.96976	0.974339	0.98798	1.00411	1.00834	0.975484	0.976862	0.973593	0.962654	0.981555	0.983932	0.99621	1.008	0.992198	1.0113	0.975054	1.02016	1.00896	0.995389	1.00582	1.03062	1.00478	0.996182	0.994801	0.99368	1.00981	0.997033	0.988829	0.985899	1.03355	1.01679	1.01083	1.00792	1.04007	0.982015	1.00175	1.01633	0.995117	1.00358	0.996301	0.987502	1.02692	0.984542	0.978033	1.01273	0.986338	0.986245	1.01357	0.989658	1.00631	1.00449	0.98411	1.00036	0.986786	0.995105	0.982035	1.01926	0.985765	1.02063	0.989514	0.992672	1.00523	1.00761	0.999774	1.01968	1.01378	1.02271	0.989538	1.02201	1
1.02379	1.00058	1.00768	1.01682	0.994356	0.990235	0.983934	0.995812	1.03246	1.01107	0.99931	0.987606	1.01443	1.00947	1.01499	0.983304	1.0087	1.00568	0.989939	0.979182	1.03117	1.01151	1.02401	0.967217	1.00959	1.00698	1.00448	1.02539	0.993196	1.01664	0.999213	1.01685	1.00587	0.995952	1.02311	1.00639	1.00557	0.986825	0.998711	0.99554	1.00155	0.985927	1.01124	0.980556	1.00938	1.00906	1.02248	1.01526	0.999444	1.01038	1.0074	0.979073	1.01769	1.01754	1.01165	1.02012	1.00228	1.00076	0.994814	0.984355	0.971601	1.02905	1.02613	0.977912	0.986053	1.01394	0.99283	1.00512	1.00039	0.990028	0.990317	1.00488	0.995522	0.990272	1.00705	1.02055	0.998321	1.0123	0.986857	1.0122	0.989485	0.985409	0.997087	1.00999	1.01449	0.993079	1.01382	0.99993	1.00946	0.995798	1.00381	1.00648	1.01386	0.977404	0.973908	1.00525	0.983908	1.00695	0.996191	1.00118	1
0.967388	1.01033	0.998694	0.993329	0.994921	1.00377	0.978404	0.97866	1.02157	0.963169	0.995569	1.01386	0.993544	1.02797	1.00772	0.989103	1.02001	1.01252	1.00361	0.993042	1.01403	0.98589	0.979914	1.01289	0.980539	1.02053	1.00387	1.02784	0.995759	1.01284	1.02599	0.997956	1.01866	0.984385	0.997978	1.0125	1.00163	1.01332	0.993929	1.00877	1.00586	0.988231	1.0234	1.01096	1.01864	0.987717	0.988663	0.992047	1.02736	1.02521	0.997444	1.01473	1.00556	0.996105	0.975543	1.01664	0.996895	0.98149	0.994447	1.01925	1.03295	0.99217	1.01474	1.02268	0.999421	0.975329	1.00382	1.00398	0.988591	0.986665	0.981014	1.01187	0.992682	0.996657	0.986122	0.998493	1.00682	1.01724	0.988785	1.01184	0.996784	0.993195	1.01347	0.978139	0.985218	1.001	1.00538	1.00574	1.00165	1.01607	1.00275	0.993767	0.995101	0.997624	1.01051	0.989121	1.01631	1.01847	0.980664	0.977624	1
0.95185	0.992368	1.00501	0.998027	1.01461	0.973084	0.999318	0.998778	0.991904	0.998682	0.999854	1.00407	1.03704	1.04633	0.998286	1.00345	0.969946	1.01541	1.03145	0.985664	1.0048	1.0017	0.99976	0.995885	1.00671	0.993232	0.996074	1.01323	0.983553	0.979342	0.988886	0.975915	0.990381	1.02008	1.01776	1.0082	1.0216	0.982082	0.995126	1.0315	0.994478	0.99029	1.0212	1.00452	0.98666	0.984569	0.993746	1.00288	1.01223	0.999011	0.994242	0.989987	1.01157	1.00588	0.973256	0.984363	1.00631	1.02631	1.00225	0.997172	1.01134	1.00683	0.997889	1.00485	0.985484	0.986193	0.986803	1.00996	1.00765	1.00522	1.01809	0.98705	1.00042	0.976702	0.984057	0.965281	0.984742	1.00668	0.998204	1.0107	1.00001	1.01765	1.01862	0.987657	0.991431	0.992393	0.990822	1.01401	1.01864	1.00608	1.0018	0.993658	0.993441	1.01041	0.998916	1.01409	1.01031	0.985272	0.994501	0.990405	1
1.01537	0.967486	0.961023	0.970811	1.0468	1.02134	0.992053	1.01746	1.02287	0.967281	0.999994	1.00937	1.01733	1.01639	0.996668	0.999675	0.96568	0.963698	0.988346	1.01994	1.00841	0.975476	1.02642	0.987405	1.00949	1.00819	0.990822	1.01593	0.991305	1.01745	1.00349	0.997673	0.991554	1.00004	0.994964	1.00295	1.03269	1.00361	0.990889	1.00146	1.00947	1.02173	0.986531	1.01125	0.985566	1.01068	0.973733	1.01512	1.00086	0.992437	0.966788	1.02979	0.986205	0.977084	0.99686	1.01917	1.01606	0.984713	1.00348	1.02719	1.00725	1.00373	0.992619	1.03568	0.987898	1.01373	1.00232	1.00077	1.02373	1.00627	0.992701	0.974092	1.01348	1.01426	0.989704	1.00867	1.01755	0.988431	1.01093	1.00181	1.01504	1.00872	1.02344	1.00377	1.01797	1.01923	0.984538	1.00919	1.03235	1.01099	1.02266	0.972473	0.992063	0.955761	1.03059	1.01264	1.01071	1.01217	1.01834	1.00193	1
1.03081	1.01405	0.997934	1.00438	0.992332	0.971675	1.00391	0.980889	0.987879	0.977969	0.988096	1.00103	0.979874	0.991176	0.988047	0.994359	0.991935	0.986217	1.02131	0.975645	0.992813	0.999248	1.01892	0.994302	1.01359	0.990556	1.01646	1.00499	1.00692	1.02671	0.988459	1.00735	1.01097	0.994035	1.01422	1.03378	1.00001	0.991732	0.980935	1.01835	1.01602	1.03881	1.01073	1.02066	0.984962	1.00431	1.01168	0.99897	0.998177	1.01764	0.994493	1.01753	1.00617	0.991065	1.00768	0.997667	1.0224	1.00352	1.02389	0.981699	0.997468	0.980664	1.03264	0.98469	0.986978	0.967051	0.99613	1.03048	0.980807	1.00743	0.984435	1.00727	0.964302	0.987998	1.00863	1.02381	0.993175	0.999163	1.01186	0.993342	1.0058	1.01006	0.976782	0.976988	0.999017	0.978148	1.01374	1.00559	1.01761	0.99789	0.995288	0.993254	0.966088	1.00205	0.994899	1.02465	0.975879	0.975016	0.987081	0.997723	1
0.985693	0.969516	0.999062	0.993046	0.979017	0.960014	0.998137	0.989491	0.953225	1.01957	0.990699	0.974426	1.02358	0.997061	1.00849	1.00759	1.00237	1.00237	1.0216	1.02033	1.00172	1.00366	0.983744	1.00902	0.995607	0.996286	0.989269	0.986881	1.00393	1.0147	1.01033	0.99334	0.963096	1.00068	1.00113	1.02584	0.981781	1.02032	1.02463	1.01336	1.01979	0.984004	0.999717	1.00008	0.984697	1.0088	1.01148	1.01241	1.0224	1.00182	0.993034	0.989922	0.97499	0.999057	0.979191	1.01886	0.995554	1.01823	0.998195	1.00306	0.979741	1.0001	0.99548	1.01617	1.00055	0.978806	0.972115	1.00119	1.00573	0.988157	1.01232	1.00286	0.982404	1.00809	1.00545	1.01279	1.0151	0.970561	0.993017	0.961826	1.00881	1.00827	0.999198	0.974343	1.02333	0.992834	0.994675	0.998865	0.992675	0.971456	0.971252	1.00594	1.00915	0.992381	0.988554	1.03192	1.00117	0.982513	1.02325	0.975087	1
0.984409	0.99622	0.984314	1.00826	0.968562	1.00585	1.01768	1.0115	0.996495	1.00153	1.00753	0.985135	1.00345	0.971631	1.02792	0.996911	0.99619	1.00743	0.979827	1.00003	1.00837	0.990131	0.987649	0.966042	0.987218	1.00738	1.00234	1.01791	1.0172	0.997419	0.976848	1.01693	0.993481	1.01244	0.993756	0.976828	0.972814	1.00301	1.02836	0.985292	1.00864	1.00168	0.99382	1.00173	0.996552	0.980003	0.989076	0.990355	0.977395	1.01467	1.01942	0.995726	0.991639	0.988172	1.00333	1.02535	1.00554	1.0192	1.03579	1.01532	1.00098	1.01683	1.01298	1.00179	0.972887	0.982205	1.00853	0.992092	1.01412	0.982929	1	1.01616	0.980093	1.02098	1.01914	0.99694	1.00484	0.991957	1.00987	0.986317	1.01087	1.01748	1.02834	1.00355	1.00035	1.01924	1.0291	1.00596	0.984046	0.997701	1.01819	1.01493	0.977476	1.01072	1.01413	0.965481	1.01089	1.01039	0.9839	1.01921	1
0.951138	1.01347	0.974372	0.991152	0.96639	1.01357	0.998019	0.996915	0.991807	1.01993	1.00367	0.994092	0.984141	1.00969	0.980299	0.993185	0.972791	0.987596	1.00541	0.968794	0.987265	1.01243	0.998865	0.990293	1.01855	1.0019	1.01043	1.00287	0.99225	1.02741	1.00593	1.0054	0.987012	1.00293	1.01014	1.0183	1.00102	0.976878	0.986323	0.991444	1.00618	1.02334	1.01402	1.00366	0.994966	0.972343	0.979175	0.9899	1.01548	1.00457	1.01416	1.0127	0.99837	0.989945	1.01506	1.01409	0.988174	1.03036	1.0203	0.980251	1.00432	1.00468	1.01803	1.01284	1.01872	0.990918	0.99711	1.01324	1.00208	0.985807	0.97875	0.969037	0.966152	1.02688	0.970325	1.00488	1.00815	1.00834	1.00008	1.01116	1.00097	1.00111	0.988437	0.992135	0.991537	1.01029	1.00104	0.990062	1.02249	1.00804	0.99476	1.01671	1.02917	0.98776	0.983444	0.993949	1.02221	0.991626	0.989297	1.00304	1
